,text,label,language,text_en
1795,Marketing and Sales Director (Messe Kontakt),Director,en,Marketing and Sales Director (Messe Kontakt)
1796,Marketing Communications Director,Director,en,Marketing Communications Director
1797,Marketing Director,Director,en,Marketing Director
1798,Marketing Director - EMEA South,Director,en,Marketing Director - EMEA South
1799,Marketing Director – Gasoline Turbos Business Unit & Electric Boosting,Director,en,Marketing Director – Gasoline Turbos Business Unit & Electric Boosting
1800,Marketing Director & Co-Team Lead,Director,en,Marketing Director & Co-Team Lead
1801,Marketing Director (CMO),Director,en,Marketing Director (CMO)
1802,Marketing Director (Messe Kontakt),Director,ur,Marketing Director (Exhibition Contact)
1803,Marketing Director AdSales & New Business,Director,en,Marketing Director AdSales & New Business
1804,Marketing Director Avery Dennison Performance Tapes,Director,en,Marketing Director Avery Dennison Performance Tapes
1805,Marketing Director CE,Director,en,Marketing Director CE
1806,Marketing Director CEEMEA,Director,hi,Marketing Director CEEMEA
1807,Marketing Director DACH,Director,hi,Marketing Director DACH
1808,Marketing Director DACH-Region,Director,en,Marketing Director DACH-Region
1809,Marketing Director EAME,Director,en,Marketing Director EAME
1810,Marketing Director EMEA,Director,pt,Marketing Director EMEA
1811,Marketing Director Europe,Director,en,Marketing Director Europe
1812,Marketing Director Global,Director,en,Marketing Director Global
1813,Marketing Manager / Art-Director,Director,en,Marketing Manager / Art-Director
1814,Marketing Revenue Driver | Sales Enabler | Marketing Technologist | Director of Marketing,Director,en,Marketing Revenue Driver | Sales Enabler | Marketing Technologist | Director of Marketing
1815,Marketing/Sales Director (CMO),Director,en,Marketing/Sales Director (CMO)
1816,Personal Assistant of Director Sales and Marketing,Director,en,Personal Assistant of Director Sales and Marketing
1817,Project Director Sales Marketing,Director,en,Project Director Sales Marketing
1818,Regional Director Of Sales And Marketing,Director,en,Regional Director Of Sales And Marketing
1819,Sales & Marketing Director,Director,en,Sales & Marketing Director
1820,Sales & Marketing Director - Ingredients & Nutrition Division,Director,en,Sales & Marketing Director - Ingredients & Nutrition Division
1821,Sales & Marketing Director - Prokurist,Director,pt,Sales & Marketing Director - Prokurist
1822,Sales & Marketing Director - Solar Business Unit,Director,en,Sales & Marketing Director - Solar Business Unit
1823,Sales & Marketing Director DACH,Director,en,Sales & Marketing Director DACH
1824,Sales & Marketing Director EMEA,Director,en,Sales & Marketing Director EMEA
1825,Sales & Marketing Director Germany,Director,en,Sales & Marketing Director Germany
1826,Sales + Marketing Director,Director,en,Sales + Marketing Director
1827,Sales and Marketing Director,Director,en,Sales and Marketing Director
1828,Sales and Marketing Director Europe & South America,Director,en,Sales and Marketing Director Europe & South America
1829,Sales and Marketing Director Moto DACH-Benelux,Director,en,Sales and Marketing Director Moto DACH-Benelux
1830,Sales and Marketing Operations Director EMEA,Director,en,Sales and Marketing Operations Director EMEA
1831,Sales&Marketing Director,Director,en,Sales&Marketing Director
1832,Senior Director Global Marketing,Director,en,Senior Director Global Marketing
1833,Senior Director Global Marketing Communications,Director,en,Senior Director Global Marketing Communications
1834,Senior Director Marketing,Director,en,Senior Director Marketing
1835,Senior Director Marketing & Industry Management,Director,en,Senior Director Marketing & Industry Management
1836,Senior Director Marketing- & Sales Controlling & Sales Services,Director,en,Senior Director Marketing- & Sales Controlling & Sales Services
1837,Senior Director Marketing Business Area Equipment,Director,en,Senior Director Marketing Business Area Equipment
1838,Senior Director Marketing EMEA,Director,pt,Senior Director Marketing EMEA
1839,Senior Director Of Marketing & Sales,Director,en,Senior Director Of Marketing & Sales
1840,Senior Director Sales & Marketing,Director,en,Senior Director Sales & Marketing
1841,Senior Director Sales Marketing,Director,en,Senior Director Sales Marketing
1842,Senior Marketing Director,Director,en,Senior Marketing Director
1843,Specialist Marketing Director Head of Offering ...,Director,en,Specialist Marketing Director Head of Offering ...
1844,Sr. Director of Global Field Marketing,Director,en,Sr. Director of Global Field Marketing
1845,Strategic Marketing Director,Director,en,Strategic Marketing Director
1846,Vice Director Marketing,Director,en,Vice Director Marketing
1847,Director of Operations,Director,en,Director of Operations
1848,Director Operations,Director,en,Director Operations
1849,Executive Director Operations,Director,en,Executive Director Operations
1850,Managing Directors Operations @ ZEborne,Director,en,Managing Directors Operations @ ZEborne
1851,Operations Optimisation Director,Director,en,Operations Optimisation Director
1852,Owner and Director of Operations,Director,en,Owner and Director of Operations
1853,Senior Director Operations Development,Director,en,Senior Director Operations Development
1854,Senior Director Retail Operations,Director,en,Senior Director Retail Operations
1855,Technical Director Operations - Europe,Director,en,Technical Director Operations - Europe
1856,Director Operational Purchasing,Director,en,Director Operational Purchasing
1857,Abteilungsdirektor - CRM & Vertriebskoordination,Director,de,Department Director - CRM & Sales Coordination
1858,Abteilungsdirektor Vertrieb,Director,de,Director of Sales
1859,Area Sales Director,Director,en,Area Sales Director
1860,Assistentin Director Sales & Products,Director,en,Assistentin Director Sales & Products
1861,Assistentin Sales Director & CRM,Director,en,Assistentin Sales Director & CRM
1862,Assistenz Director Sales Germany / Trade Lane Manager Africa/Middle East,Director,en,Assistenz Director Sales Germany / Trade Lane Manager Africa/Middle East
1863,Associate Director Sales,Director,en,Associate Director Sales
1864,Associated Director Sales & Business Development,Director,en,Associated Director Sales & Business Development
1865,Associated Director Sales and GTS,Director,en,Associated Director Sales and GTS
1866,Bereichsleiter Verkauf / Sales Director,Director,de,Head of Sales / Sales Director
1867,Bereichsleiter Vertrieb / Director Sales Headqu...,Director,de,Head of Sales / Director Sales Headqu...
1868,Branch Manager & Sales Director,Director,en,Branch Manager & Sales Director
1869,Business Development & Solution Sales Director,Director,en,Business Development & Solution Sales Director
1870,Business Director Sales und Training,Director,de,Business Director Sales and Training
1871,Business Unit Director / Sales Manager B2B - PC,Director,en,Business Unit Director / Sales Manager B2B - PC
1872,Commercial Director and Senior Sales Manager @ Smart Pole Factory,Director,en,Commercial Director and Senior Sales Manager @ Smart Pole Factory
1873,Country & Sales Director Germany,Director,en,Country & Sales Director Germany
1874,Deputy CEO & Sales Director D-A-CH,Director,en,Deputy CEO & Sales Director D-A-CH
1875,Director / Head of Sales,Director,en,Director / Head of Sales
1876,Director After Sales Service,Director,en,Director After Sales Service
1877,Director Business Development & Sales,Director,en,Director Business Development & Sales
1878,Director Business Development & Sales Europe,Director,en,Director Business Development & Sales Europe
1879,Director Channel Sales,Director,en,Director Channel Sales
1880,Director Channel Sales Germany,Director,en,Director Channel Sales Germany
